ID,a1,a2,a3,b1,b2,b3,c1,o1,o2
351,1.5774724900468995,50.881787727825206,0.6918766428835409,3,3,1,0,2,1
352,1.6489780547783512,53.11263685242248,0.730689465235459,3,3,1,0,1,2
353,1.405257166506238,45.56655586724052,0.6383089531009437,4,4,1,1,4,2
354,1.5548601467797085,50.205834204217396,0.6901556902863144,0,0,0,0,3,0
355,1.631312003606482,52.56768546280093,0.6994448474328782,1,1,0,1,1,1
356,1.7638115939510421,56.67332511285901,0.7855568184451382,1,1,0,0,0,0
357,1.6966838699231155,54.57967954368607,0.743160611475486,3,3,1,1,0,2
358,1.6890718346547189,54.35626078633871,0.7527912823516196,3,3,1,1,0,2
359,1.5632951751198578,50.44898533277118,0.6827553966576044,4,4,1,0,3,2
360,1.5439867080941572,49.86808845918278,0.6891026782214039,4,4,1,1,3,2
361,1.4436300719168864,46.729559397462275,0.6457538369439333,3,3,1,1,4,2
362,1.743621448559358,56.04786568418246,0.7640878986897857,1,1,0,0,0,0
363,1.5989817759833056,51.545808724080864,0.7066518820460854,1,1,0,0,2,0
364,1.648812090511212,53.10892611138952,0.7336052741841594,4,4,1,1,1,2
365,1.6761107380138918,53.980305441726664,0.7616555506474789,3,3,1,0,1,2
366,1.6773141840131611,53.995220954474,0.7425016324781448,1,1,0,1,1,1
367,1.5110361807392387,48.85069348866784,0.6782257463549504,4,4,1,0,4,2
368,1.7234188789185156,55.4205524999712,0.7643655716664788,1,1,0,0,0,0
369,1.6413148580904058,52.8849264206018,0.7258375590399836,0,0,0,1,1,0
370,1.5399609435237795,49.7488370262234,0.6829513468654411,4,4,1,1,3,2
371,1.615959961817909,52.09262270076265,0.7151221909475923,4,4,1,0,2,2
372,1.6519040735094326,53.19469577220003,0.7378466418146843,3,3,1,1,1,2
373,1.5901096999104138,51.30099468211351,0.6967299415451321,2,2,1,1,2,1
374,1.6437749011978409,52.96171855148086,0.7478339543597161,0,0,0,0,1,0
375,1.6295946774587091,52.51812625948004,0.7099176665780618,2,2,1,0,1,1
376,1.6216055147795183,52.27028079134797,0.7271394112029709,2,2,0,1,2,1
377,1.5614695958313711,50.401025633727286,0.6847520764384757,3,3,1,0,3,1
378,1.5564609873171171,50.26537108490762,0.7005838989971128,1,1,0,0,3,0
379,1.5417341529887072,49.775396254136865,0.6960749876939603,0,0,0,1,3,0
380,1.6953666049881808,54.56607817304928,0.753795621772765,2,2,1,0,0,1
381,1.663392304109194,53.56956376402042,0.7332194100672249,2,2,1,0,1,1
382,1.5663391668445386,50.56085413603495,0.7145885683360964,3,3,1,1,3,2
383,1.5385918894605815,49.69811097140228,0.6675783133781713,0,0,0,0,3,0
384,1.5094089013531984,48.79187500333638,0.6688314768775473,4,4,1,0,4,2
385,1.629027437286673,52.50981951384951,0.7198169955180909,1,1,0,0,2,0
386,1.594107839745811,51.4189862664158,0.7124145947789109,1,1,0,0,2,0
387,1.8067832718151926,58.015711860263025,0.7912979814766065,3,3,1,0,0,2
388,1.6336893191646276,52.63438206132353,0.7184592940475739,1,1,0,0,1,0
389,1.4151657663268382,45.87425368328524,0.6409439873538628,3,3,1,1,4,2
390,1.6794230743076364,54.05055803375509,0.7378353882891286,2,2,0,0,1,1
391,1.5662196889159663,50.554103555776535,0.6961968002001905,1,1,0,1,3,1
392,1.6618626143494952,53.505411231637446,0.7329134702758228,4,4,1,1,1,2
393,1.547585374917941,49.946387859065666,0.6854783405340248,2,2,0,1,3,1
394,1.5869302915931789,51.19861335709973,0.6941415036473471,4,4,1,0,2,2
395,1.5800753986324685,50.996994182928404,0.6974060707377684,3,3,1,0,2,1
396,1.5427879968811045,49.83012419508553,0.6664161966142114,4,4,1,1,3,2
397,1.768390102089516,56.83427224788629,0.7704784833449725,2,2,0,0,0,1
398,1.6607378705144664,53.47209335089295,0.7422848253450356,2,2,1,0,1,1
399,1.6259157598241945,52.40184179005102,0.7231234212523625,4,4,1,1,2,2
400,1.5320903588730495,49.49133233929247,0.6782935823645753,3,3,1,0,3,1
401,1.4967203910437097,48.3958930080071,0.65864904311574,3,3,1,1,4,2
402,1.4200765293508957,46.01388181062743,0.637226751381784,3,3,1,0,4,1
403,1.5099886308093584,48.79623487381828,0.6869810241003866,0,0,0,0,4,0
404,1.4819995930767478,47.95427447836429,0.6698421007986323,0,0,0,0,4,0
405,1.6873288281246481,54.28996728512432,0.7356595686045814,2,2,0,0,1,1
406,1.7050876571410563,54.86282945305608,0.74876359882542,0,0,0,0,0,0
407,1.5050531788757773,48.66422750905128,0.659677710300314,1,1,0,1,4,0
408,1.6077498459693735,51.82441565247548,0.7284552153733542,4,4,1,0,2,2
409,1.6337547636460579,52.643297837001285,0.719570727246949,0,0,0,1,1,0
410,1.580554963920811,51.0143632240611,0.7137187339865021,4,4,1,1,2,2
411,1.6108897256353958,51.92893629335823,0.7175916978353285,1,1,0,0,2,0
412,1.6819550531601835,54.12787083785886,0.7222891737371029,3,3,1,1,1,2
413,1.5234329645481293,49.2225106937465,0.6642865157795774,4,4,1,0,3,2
414,1.548107748166048,49.97916077041479,0.6961960854775239,2,2,0,0,3,1
415,1.5299937620159572,49.40213640594703,0.6942526586801522,3,3,1,1,3,2
416,1.6788664810506497,54.02741657091374,0.7286992325715028,0,0,0,1,1,0
417,1.738135172771254,55.899351642030254,0.7642666319000855,3,3,1,1,0,2
418,1.5565528512185383,50.23977468104917,0.6812717612451552,4,4,1,0,3,2
419,1.6835617699520107,54.19123969559413,0.7411181746109585,3,3,1,0,1,2
420,1.5689742466761476,50.63586388506212,0.700580706568541,4,4,1,1,3,2
421,1.5741201316531694,50.79873007190641,0.7053761544473808,3,3,1,1,3,2
422,1.5684948677480124,50.61341708079016,0.6955565832243054,0,0,0,0,3,0
423,1.543836957922043,49.85382504639902,0.7028099541865901,3,3,1,1,3,2
424,1.4977486682740708,48.44276819934764,0.6565416866277682,0,0,0,0,4,0
425,1.6112375549869558,51.95005215622987,0.7041705656982321,2,2,0,0,2,1
426,1.5710152618150148,50.70920245204308,0.6880143671578725,2,2,1,0,3,1
427,1.7918237711791438,57.53613992278887,0.7704174406617563,0,0,0,0,0,0
428,1.7072762128425074,54.91126709093712,0.7639013421906088,2,2,0,1,0,1
429,1.4898670733218713,48.186093974339045,0.6549745395181018,2,2,0,1,4,1
430,1.6761084803318196,53.96234102674164,0.7348559734938631,4,4,1,0,1,2
431,1.6979884487167551,54.65608862884385,0.7505335770992823,2,2,0,1,0,1
432,1.5460719753589307,49.922512774459705,0.6863230228774443,0,0,0,1,3,0
433,1.6912467151285209,54.42791561297634,0.7449002461595009,0,0,0,1,0,0
434,1.5544781040123852,50.20074216345342,0.7111247530304797,0,0,0,0,3,0
435,1.5251392602878855,49.276575037798025,0.6908776927497364,3,3,1,1,3,2
436,1.5331732200992005,49.530365203902,0.6699193595355893,4,4,1,1,3,2
437,1.5822909320919536,51.05828970935373,0.6926265172791052,4,4,1,0,2,2
438,1.5694956688094839,50.66775203420917,0.6980029115744005,1,1,0,0,3,0
439,1.5324234528884337,49.49859215031427,0.7035572746454177,3,3,1,1,3,2
440,1.498101747762625,48.43475772671122,0.6592963557688937,0,0,0,0,4,0
441,1.5582980492500904,50.30771610574217,0.6974203829007198,0,0,0,0,3,0
442,1.565065045682652,50.53593161273739,0.6998134151231291,4,4,1,1,3,2
443,1.546710527624157,49.94599544705853,0.6931251275620913,0,0,0,0,3,0
444,1.6114991767636428,51.96911680016603,0.7265746875294411,0,0,0,1,2,0
445,1.5561578780638197,50.24962414444857,0.695133360502473,1,1,0,1,3,1
446,1.579370352945318,50.964948137425424,0.7020342029790895,2,2,0,1,2,1
447,1.751608914075217,56.28966910309335,0.7630159377878194,1,1,0,0,0,0
448,1.751628644133154,56.30219271082416,0.7735297473316084,4,4,1,1,0,2
449,1.6677984818980378,53.70709755098322,0.7301281337161059,4,4,1,0,1,2
450,1.698330305042723,54.648460286689605,0.7462757160420915,4,4,1,0,0,2
451,1.6598889850847425,53.451710561180114,0.7283989653651718,4,4,1,1,1,2
452,1.4988455692562246,48.47510833512754,0.674055327822117,1,1,0,1,4,0
453,1.7225538012602823,55.41832284693967,0.7430246646237502,3,3,1,0,0,2
454,1.465606604403753,47.43453624858319,0.6553473342212199,1,1,0,1,4,0
455,1.7284789315632976,55.582759085819525,0.7638321732881861,4,4,1,1,0,2
456,1.5333191676885545,49.51174989753227,0.666794224025047,3,3,1,0,3,1
457,1.6343001374835056,52.6634241742207,0.7372944304016559,2,2,0,0,1,1
458,1.655348607921294,53.31521083746222,0.7320220643721285,1,1,0,0,1,0
459,1.4565738644424595,47.15621225339095,0.64884725734793,3,3,1,1,4,2
460,1.4814790657698647,47.93242452399391,0.6494875957510695,2,2,0,1,4,1
461,1.8037526423656518,57.925807735147515,0.8004791822377346,1,1,0,0,0,0
462,1.6238876188556162,52.35584452047614,0.714687358281591,0,0,0,0,2,0
463,1.6266419784472765,52.41866684651787,0.7266379247226348,0,0,0,0,2,0
464,1.3758766877250703,44.66145233418611,0.6122696088095156,3,3,1,0,4,1
465,1.5681117681633745,50.60569279006922,0.6937134229812041,2,2,0,1,3,1
466,1.62058062755384,52.24380750445236,0.7114591952301806,2,2,0,0,2,1
467,1.7040483660918726,54.82463159707566,0.7677898060275145,2,2,1,0,0,1
468,1.5966217625429866,51.49366875214696,0.7058824168066001,4,4,1,0,2,2
469,1.4992178676305794,48.47958874808377,0.6709865673086339,3,3,1,0,4,1
470,1.4753863490048558,47.73920646886004,0.6832879999076032,1,1,0,1,4,1
471,1.73677875530176,55.84002200654118,0.7554643804967629,2,2,1,0,0,1
472,1.6330863586523594,52.63451526451741,0.7106447026109171,1,1,0,1,1,1
473,1.5740509643531702,50.78984597403149,0.6917021618374378,0,0,0,1,3,0
474,1.7216045106552684,55.3656888659542,0.7557420841106733,2,2,0,0,0,1
475,1.4297580493782112,46.33926268630169,0.6537228961295005,4,4,1,1,4,2
476,1.509151998688318,48.78524877613764,0.6666267966462124,0,0,0,1,4,0
477,1.3843528885343397,44.903657410286925,0.6254907394368743,4,4,1,0,4,2
478,1.6571523263040109,53.36146107532363,0.7477753439349449,1,1,0,1,1,1
479,1.6284616815674238,52.486440971518896,0.7195684395775521,4,4,1,0,2,2
480,1.6093388793165768,51.88565807045468,0.710238192806058,1,1,0,1,2,1
481,1.7793237906494466,57.17792184423697,0.7821162813750058,4,4,1,0,0,2
482,1.701678647109455,54.7627695325495,0.7579017794110844,3,3,1,1,0,2
483,1.549174635122321,50.017677864849816,0.6931230606272869,1,1,0,0,3,0
484,1.6244093686077785,52.35425906330482,0.7173201137913152,2,2,0,0,2,1
485,1.606490269360599,51.788692920704186,0.7205434925696815,1,1,0,1,2,1
486,1.57150042521649,50.72773027377498,0.6978371011968887,0,0,0,1,3,0
487,1.5053151974490355,48.661024669666375,0.6876112223322564,2,2,0,0,4,1
488,1.5421073214436636,49.792741704517844,0.6759537099083117,1,1,0,1,3,1
489,1.6238990018872277,52.34290814999725,0.7184327866960878,3,3,1,0,2,1
490,1.575937682960494,50.85452196808122,0.705608894102816,1,1,0,0,2,0
491,1.6193105620761503,52.189916977827096,0.6970506639788552,0,0,0,1,2,0
492,1.6999743340426352,54.70831102747844,0.7722452463145266,1,1,0,1,0,1
493,1.7020929985331252,54.76606483877481,0.7630233468526579,2,2,1,1,0,1
494,1.6788756409391177,54.041784062602545,0.7576505766678431,3,3,1,0,1,2
495,1.63917039643421,52.81032026535052,0.7389671991434413,1,1,0,0,1,0
496,1.5965602696311756,51.50303373501021,0.7133591130902133,3,3,1,0,2,1
497,1.5092116344620208,48.79903863730546,0.6625308385064312,0,0,0,0,4,0
498,1.770975686310276,56.89508232819906,0.7901604486636253,3,3,1,1,0,2
499,1.686340107791684,54.28584130179695,0.7398303135164865,1,1,0,0,1,0
